CHAVE LOG;CELULA;ESTACAO_ABASTECEDORA;UF;MUNICIPIO;LOCALIDADE;COD_LOCALIDADE;LOCALIDADE_ABREV;LOGRADOURO;COD_LOGRADOURO;NUM_FACHADA;COMPLEMENTO;COMPLEMENTO2;COMPLEMENTO3;CEP;BAIRRO;COD_SURVEY;QUANTIDADE_UMS;COD_VIABILIDADE;TIPO_VIABILIDADE;TIPO_REDE;UCS_RESIDENCIAIS;UCS_COMERCIAIS;NOME_CDO;ID_ENDERECO;LATITUDE;LONGITUDE;TIPO_SURVEY;REDE_INTERNA;UMS_CERTIFICADAS;REDE_EDIF_CERT;DISP_COMERCIAL;ESTADO_CONTROLE;DATA_ESTADO_CONTROLE;ID_CELULA;QUANTIDADE_HCS;ID_ROTEIRO;ID_LOCALIDADE;COD_ZONA;ORDEM;RESULTADO;COMPARATIVO
MUT-GOIANIA-RUA DO CAFE-QU AREA-LT AREA;161 (MUT) Secundária;MUT;GO;GOIANIA;GOIANIA;62000;GNA;RUA DO CAFE;2606738900;SN;QU AREA;LT AREA;CA113A;74471150;COND BOSQUE BURITIS;H951321;1;0;Viável;REUSO;1;0;CDOE-16103;69880068;-16,6288332;-49,3560492;MORADIA;;N;N;Sim;;;2134212802;;21240749;1884126;GO-GNA-MUT-CEOS-161;1;CA1;FALSO
